ID,ReviewRating,ProfilePhoto,Tokens,Characters,Paragraphs,Sentences,Sentences per Paragraph,Tokens per Sentence,Characters per Token,Passive Sentences,Review Polarity,Title Depth,Title Polarity,SimilarWords,HardToSpellWords,Nouns,Verbs,Adverbs,Adjectives,NetLingo,Smileys,Hash,SpellMistakes%,StopWords%,SMOG,FLESCH_READING,FLESCH_KINCAID,ARI,COLEMAN_LIAU,GUNNING_FOG,SMOG_INDEX,COMPLEXWORDS,SYLLABLES,AboutDisclosure,BadgeCount,MemberSince,PastRatings,AveragPastRatings,Past Reviews,HelpfulVotes,TotalVotes,Label
1398,8,1,177,818,3,15,5,11.8,4.4,68.1,1.250167231,4,0.022959184,37.98076923,0.961538462,0.122190705,0.021819769,0.026183722,0.056731399,0.007820137,0.089931574,0.019550342,7.692307692,41.82692308,9.387,68.225,6.724,5.137,7.92,8.8,9,18,269,0,37,13,9521,6.110282,9349,1,1,High
1412,9,1,132,559,1,8,8,16.5,4.1,71.5,-0.709366224,4,0,37.93103448,0.689655172,0.112812947,0.017355838,0.043389595,0.043389595,0.00777605,0.089424572,0.019440124,2.75862069,47.5862069,9.188,71.648,7.396,6.112,7.247,8.8,8.809,9,186,0,3,4.2,19,6.263158,0,1,1,High
1418,10,1,141,577,3,10,3.3,14.1,3.9,82.1,-1.016325249,11,0.537585241,27.38853503,1.910828025,0.090556274,0.012936611,0.051746442,0.021561018,0.007728871,0.088882019,0.019322178,3.821656051,54.14012739,7.909,80.507,5.583,4.198,5.307,7.2,7.583,7,189,0,5,4.1,149,8.067114,0,1,1,High
1447,10,1,776,3.904,5,40,8,19.3,4.8,56.8,-4.051753952,1,0,39.91370011,2.373247033,0.533377781,0.070839237,0.187515626,0.275022919,0.007461573,0.089538875,0.018653932,7.659115426,38.83495146,11.779,60.021,9.85,9.905,9.896,12,11.293,94,1225,0,2,4,0,0,0,1,1,High
1461,10,1,131,581,1,7,7,18.7,4.2,68.7,2.038256175,6,0,30.66666667,3.333333333,0.111879998,0.024862222,0.037293333,0.037293333,0.007420049,0.089040588,0.018550122,1.333333333,49.33333333,10.914,65.556,8.871,7.755,7.727,11.2,10.464,13,193,0,2,4.4,977,6.490276,0,1,1,High
2682,7,1,147,728,1,13,13,11.3,4.7,60.6,3.319224462,1,0,31.84357542,2.793296089,0.09057971,0.016469038,0.065876153,0.053524374,0.007371098,0.088453175,0.018427745,5.027932961,42.45810056,10.39,61.556,7.635,5.559,8.496,9.6,9.961,21,244,1,2,12,0,0,0,26,42,High
3203,10,0,164,690,1,5,5,32.8,3.9,67.2,0.633269892,7,0,31.79487179,2.051282051,0.089946441,0.04497322,0.032707797,0.032707797,0.007318501,0.091481265,0.018296253,3.076923077,44.1025641,10.504,45.901,20.521,24.368,7.082,23.2,10.071,5,205,0,3,8,2090,7.563636,0,24,40,Low
2071,10,0,169,716,4,11,2.7,14.2,4.1,74.8,-0.85617895,5,0.027100461,33.5078534,0,0.081201786,0.028420625,0.044660983,0.032480715,0.007267706,0.094480177,0.018169265,3.664921466,47.64397906,8.167,74.464,7.455,7.001,7.221,8.8,7.83,7,223,0,2,5,0,0,0,9,11,High
6752,7,0,390,1.753,5,18,3.6,21.6,4.3,66.1,2.901405172,8,0,27.19298246,1.096491228,0.227699437,0.05193145,0.083889266,0.13182599,0.00714924,0.100089366,0.021447721,3.947368421,48.90350877,9.726,68.937,9.261,8.959,7.064,10.8,9.325,24,553,0,1,0,0,0,12,13,19,High
1227,7,1,165,799,1,15,15,11,4.6,62.3,-0.816130359,5,0,33.16582915,1.507537688,0.087284269,0.019837334,0.071414402,0.071414402,0.007098744,0.099382409,0.021296231,3.51758794,44.22110553,9.957,66.039,7.154,5.14,7.611,9.2,9.547,20,265,0,15,15,9481,5.75646,3208,8,10,High
2140,10,0,184,805,1,8,8,22.5,4.2,66.4,1.519112847,2,0.008542902,31.03448276,2.463054187,0.110279638,0.039385585,0.023631351,0.063016936,0.007047961,0.098671459,0.021143884,0.985221675,52.21674877,10.411,65.888,9.845,10.073,8.058,11.6,9.982,13,258,0,2,5,0,0,0,8,10,High
2302,10,0,391,1.79,7,21,3,18.6,4.4,61.7,7.062000203,11,0.245918575,33.62831858,1.991150442,0.220998759,0.073666253,0.09692928,0.09692928,0.006937459,0.097124423,0.024281106,3.318584071,48.2300885,11.855,60.756,9.505,8.362,8.576,12.4,11.367,49,598,0,2,6,0,0,0,10,14,High
3269,10,1,254,1.169,5,9,1.8,28.2,4.4,55.6,1.616043085,3,0,34.73684211,2.105263158,0.149694853,0.034544966,0.049898284,0.072928262,0.006869547,0.096173662,0.024043416,4.561403509,49.8245614,13.707,50.356,15.499,17.533,9.61,18.4,13.142,24,366,0,2,11,630,7.469841,0,10,14,High
430,10,1,684,3.416,11,42,4.2,16,4.6,55.4,-1.027651867,8,0,35.26510481,1.602959309,0.306622294,0.108439592,0.168268332,0.179486221,0.006683375,0.106934002,0.033416876,6.288532676,40.93711467,11.998,56.865,9.71,8.784,9.953,12,11.503,94,1074,0,36,3.11,3701,7.388273,173,5,5,High
3102,10,1,91,464,3,14,4.6,6.5,4.8,65.4,1.647011859,5,0,42.85714286,5.357142857,0.033534541,0.00745212,0.01117818,0.0186303,0.006658455,0.1098645,0.033292273,7.142857143,26.78571429,8.842,66.37,5.652,4.175,8.067,8.4,8.477,14,147,1,7,11,2402,7.2194,2028,6,7,High
4129,10,0,368,1.727,4,8,2,46,4.4,33.4,-2.250950765,9,0.171938983,36.04938272,2.716049383,0.231438963,0.044083612,0.066125418,0.080819955,0.006569871,0.1116878,0.032849353,5.432098765,42.22222222,14.712,41.948,17.953,19.643,9.024,20.4,14.106,37,550,0,2,12,0,0,0,16,28,Low
580,10,1,193,895,1,14,14,13.7,4.5,69.2,0.082627957,13,0.5,37.44292237,1.826484018,0.098479046,0.025531604,0.032826349,0.051063209,0.006522944,0.110890056,0.032614722,2.739726027,45.20547945,10.29,68.746,7.149,6.453,8.314,10,9.866,22,287,1,4,9,5243,4.924852,315,3,3,High
679,10,1,333,1.44,4,28,7,11.8,4.1,76.6,1.219931143,12,0.226771833,28.125,3.385416667,0.158529995,0.03242659,0.086470906,0.093676815,0.006442261,0.109518441,0.032211306,2.604166667,45.57291667,8.739,78.166,5.276,4.044,6.709,7.6,8.379,27,454,0,3,12,60,7.766667,0,3,3,High
682,10,1,319,1.374,5,17,3.4,18,4.2,72.2,-1.154982783,10,-0.166523893,29.94350282,2.542372881,0.110390998,0.067658999,0.099707998,0.053414999,0.00636963,0.111468518,0.031848148,1.412429379,50.84745763,10.126,72.329,7.629,7.024,7.562,10,9.708,27,444,0,2,1.1,0,0,0,3,3,High
862,10,0,551,2.541,5,31,7.7,17.7,4.4,68.8,-0.48353913,3,0,37.62214984,2.931596091,0.303686121,0.080284837,0.087266127,0.115191287,0.006247462,0.112454315,0.03123731,3.25732899,49.0228013,10.807,65.345,8.593,8.492,9.424,10.8,10.362,56,809,0,1,0,20,6.4,20,3,3,High
950,10,1,175,776,1,12,12,14.5,4.3,75,1.728614416,12,0.008542902,30.41237113,4.12371134,0.072843317,0.027749835,0.045093482,0.024281106,0.00620983,0.111776943,0.031049151,4.12371134,50.51546392,9.3,75.05,6.518,5.747,6.807,8.8,8.916,14,248,0,2,3.1,543,7.589319,0,3,3,High
951,10,1,129,560,1,12,12,10.7,4.1,79.8,2.20844491,1,0.259353741,28.47682119,0.662251656,0.07251882,0.027626217,0.031079494,0.037986049,0.006180852,0.111255331,0.030904259,1.324503311,50.99337748,8.515,76.208,6.191,5.38,6.764,8,8.164,8,177,0,2,4.9,32,9,0,3,3,High
955,10,1,136,579,1,5,5,27.2,4.2,56.6,2.112619721,5,0.712591241,35.61643836,1.369863014,0.085922464,0.027495188,0.020621391,0.04811658,0.006153089,0.110755599,0.030765444,1.369863014,52.05479452,13.348,57.373,12.064,11.832,7.663,15.2,12.798,16,197,0,2,3,316,7.737342,0,3,3,High
970,10,1,169,752,1,10,10,16.9,4.3,72.5,1.059937841,6,0,34.57446809,2.659574468,0.092260379,0.017085255,0.020502307,0.020502307,0.006117705,0.110118683,0.030588523,5.319148936,50.53191489,9.096,71.364,7.077,6.721,8.911,8.8,8.721,12,237,0,2,2.7,0,0,0,3,3,High
980,10,1,275,1.17,4,15,3.7,18.3,4.1,73.4,4.243900134,4,0,27.96052632,0.657894737,0.145535775,0.054152846,0.071075611,0.030460976,0.006061341,0.109104134,0.030306704,1.644736842,53.94736842,9.851,71.972,8.571,8.331,6.949,10.8,9.445,18,374,0,9,2.11,925,6.955676,0,3,3,High
1235,10,1,187,802,4,8,2,23.3,4.1,67.2,1.231054328,5,0,33.81642512,1.93236715,0.073986884,0.026904322,0.050445603,0.047082563,0.006023552,0.108423938,0.03011776,2.898550725,54.10628019,11.457,69.103,9.428,9.878,7.736,12.8,10.984,17,252,0,4,4.8,71,7.661972,0,3,3,High
1484,10,1,121,498,9,10,1.1,12.1,4,74.2,0.900325522,2,0,32.33082707,0.751879699,0.070335265,0.006698597,0.04019158,0.010047895,0.00599952,0.107991361,0.0299976,5.263157895,51.87969925,9.151,74.862,6.13,4.037,5.711,8.4,8.774,10,168,0,2,7,17,8.764706,0,3,3,High
1541,10,1,173,773,6,13,2.1,13.3,4.3,72.5,2.53189585,6,0.120918575,36.12565445,3.141361257,0.096563665,0.016648908,0.039957379,0.033297816,0.005965341,0.107376145,0.029826707,6.282722513,47.12041885,8.842,72.923,6.451,5.517,7.433,8,8.477,13,250,1,2,6,631,7.114105,0,3,3,High
1622,10,0,286,1.287,3,14,4.6,20.4,4.3,65.4,4.961322862,8,0,30.06134969,1.226993865,0.141815903,0.065960885,0.092345239,0.052768708,0.005907896,0.106342126,0.02953948,0,50.9202454,11.208,64.691,9.365,9.198,8.594,11.6,10.746,28,414,0,3,7,629,7.004769,0,3,3,High
2277,10,0,199,830,6,12,2.4,16.4,4,72.9,1.614977759,6,0,32,2.666666667,0.088457884,0.032762179,0.042590833,0.026209743,0.005868889,0.105640002,0.029344445,5.333333333,47.11111111,8.344,75.082,6.865,5.571,6.7,8.4,8,10,268,0,0,13,0,0,0,3,3,High
2345,10,0,112,505,2,8,4,14,4.2,77,2.173894753,1,0,32.35294118,0.735294118,0.048957211,0.013055256,0.026110513,0.029374327,0.00584556,0.105220085,0.029227801,4.411764706,44.85294118,9.516,73.634,6.529,5.485,6.948,8.8,9.124,10,160,0,0,0,306,7.251634,0,3,3,High
2686,10,0,113,524,1,8,8,14.1,4.4,66.7,0.500005691,6,0.006898735,32.33082707,2.255639098,0.052024061,0.019509023,0.009754511,0.016257519,0.005822925,0.10772411,0.029114624,3.759398496,50.37593985,9.188,67.919,7.357,6.4,8.014,8.4,8.809,9,169,0,0,17,0,0,0,3,3,High
5575,10,0,51,282,1,3,3,17,5.4,35.3,0.648496381,1,0,38.98305085,5.084745763,0.038950922,0.00324591,0.00973773,0.012983641,0.00581294,0.107539383,0.029064698,11.86440678,44.06779661,11.855,51.56,10.871,9.838,10.213,12.4,11.367,7,93,0,0,5,0,0,0,3,3,High
6375,10,0,280,1.22,3,12,4,23.3,4.2,61.3,-1.913265133,6,0.414306523,33.12101911,1.592356688,0.118994018,0.032160545,0.057888982,0.045024764,0.005760369,0.112327189,0.028801843,2.547770701,49.36305732,11.855,61.135,10.55,10.107,7.997,12.8,11.367,28,405,1,2,5,0,0,0,3,3,High
1938,10,0,97,414,8,0,0,0,0,0,1.74520707,9,1.356812154,20.49180328,0,0.054502901,0.048090795,0.016030265,0.006412106,0.020090695,0.111933873,0.028700993,2.459016393,59.01639344,13.024,-0.641,37.446,45.959,7.821,40,12.487,3,125,0,1,7,0,0,0,4,5,High
1939,10,0,142,690,2,7,3.5,17.4,4.5,60.8,1.239152489,13,0.38693426,34.11764706,1.176470588,0.063824355,0.009573653,0.022338524,0.038294613,0.019993145,0.11139038,0.028561636,2.941176471,41.17647059,12.458,50.983,11.986,12.267,10.645,13.6,11.944,16,220,0,2,13,0,0,0,4,5,High
2258,10,0,153,716,1,9,9,17,4.5,60.7,-0.069716754,16,1.257151066,37.57225434,2.89017341,0.085733338,0.028577779,0.028577779,0.057155558,0.019894842,0.110842689,0.028421202,4.624277457,45.0867052,11.208,61.581,9.031,8.006,9.034,11.2,10.746,18,238,0,2,6,0,0,0,4,5,High
2364,10,0,855,4.202,8,40,5,21.3,4.7,57.2,4.986361232,4,0,41.07505071,2.839756592,0.444870092,0.074145015,0.123575025,0.228613797,0.01935252,0.118879766,0.027646457,3.853955375,43.71196755,13.726,49.712,12.631,13.245,10.691,15.2,13.16,117,1340,1,2,9,0,0,488,4,5,High
2366,10,0,369,1.601,5,24,4.8,15.3,4.2,75.4,0.858360887,11,0.234526292,29.80769231,1.923076923,0.171013254,0.054968546,0.100775667,0.04886093,0.019132479,0.125727717,0.027332112,1.442307692,51.92307692,9.085,75.534,6.731,6.275,7.76,8.8,8.71,25,504,0,2,11,0,0,0,4,5,High
3207,10,0,184,866,7,12,1.7,15.3,4.5,69.8,-0.388615232,3,0,30.26315789,1.754385965,0.081974679,0.024288794,0.045541488,0.060721984,0.019013989,0.127665354,0.029879125,1.754385965,43.85964912,10.832,70.329,7.718,6.998,8.007,10.8,10.385,20,266,0,6,12,0,0,0,4,5,High
4000,10,0,188,764,3,18,6,10.4,3.8,90.9,1.248763465,2,1.345,21.70212766,1.276595745,0.07243315,0.042252671,0.057342911,0.033198527,0.018893387,0.126855601,0.029689609,4.255319149,56.17021277,19.287,-95.697,75.299,93.56,5.446,80,18.492,8,240,0,2,11,0,0,0,4,5,High
4072,9,0,257,1.268,4,14,4.6,18.2,4.8,51.9,5.764780114,8,-0.510358689,35.51724138,2.068965517,0.110795029,0.017966761,0.074861506,0.071867046,0.018746652,0.12587038,0.032137118,5.172413793,47.24137931,12.574,59.073,9.425,8.88,10.015,12.8,12.055,41,408,1,2,12,0,0,288,4,5,High
4095,10,0,511,2.369,8,29,3.6,17.6,4.5,67,3.355638109,17,0.236922141,32.98791019,1.554404145,0.238888725,0.05898487,0.120918984,0.073731088,0.018460402,0.123948416,0.031646404,2.590673575,51.46804836,10.779,66.437,8.37,8.571,9.699,10.8,10.334,52,740,0,3,12,0,0,0,4,5,High
4222,9,0,148,642,1,7,7,21.1,4.2,70.4,0.864058003,5,0.916666667,32.92682927,2.43902439,0.052854123,0.014681701,0.014681701,0.026427061,0.018380905,0.123414647,0.031510123,4.268292683,53.65853659,10.504,65.188,10.295,10.762,8.034,12,10.071,10,204,0,3,0,0,0,0,4,5,High
2664,10,0,120,513,1,7,7,17.1,4.1,81.6,0.828111228,6,0,25,0,0.055579933,0.005850519,0.026327337,0.008775779,0.018311665,0.122949748,0.031391425,5.555555556,50.69444444,7.448,81.259,6.539,5.428,5.174,8.4,7.14,4,164,0,2,8,0,0,0,1,1,High
2763,10,0,289,1.407,8,14,2,16.4,4.7,58.4,0.564074501,9,-0.791666667,33.73860182,1.215805471,0.136255581,0.034788659,0.037687714,0.052182988,0.01815541,0.134868762,0.031123561,5.47112462,47.41641337,12.503,58.429,11.129,10.931,8.518,14,11.987,35,461,0,2,9,0,0,159,1,1,High
2811,10,0,204,898,1,11,11,18.5,4.2,67.3,1.161229926,10,0.012052342,33.89830508,0,0.083573487,0.011527378,0.037463977,0.043227666,0.018044958,0.134048257,0.030934213,4.237288136,47.88135593,11.208,66.761,8.623,7.638,7.784,11.2,10.746,22,296,0,2,7,0,0,0,1,1,High
2824,10,0,238,1.081,4,10,2.5,23.8,4.4,57.1,0.702121332,11,0.113095238,36.57587549,4.280155642,0.091590818,0.040070983,0.042933196,0.031484344,0.017926195,0.133166022,0.030730621,3.501945525,40.46692607,12.816,56.804,12.665,13.836,8.856,15.2,12.287,23,335,0,2,7,0,0,0,1,1,High
2825,10,0,147,646,4,13,3.2,11.3,4.2,73.3,0.615508819,10,0,29.87804878,1.829268293,0.039900818,0.017100351,0.011400234,0.017100351,0.017851223,0.132609084,0.030602096,6.097560976,46.95121951,8.618,77.074,5.28,4.221,7.304,7.6,8.262,12,203,0,2,8,0,0,0,1,1,High
2826,10,0,158,692,4,14,3.5,11.2,4.2,80.7,-0.343445581,2,0.5,26.63043478,1.630434783,0.073756773,0.02836799,0.031204789,0.031204789,0.01776785,0.131989745,0.032997436,1.630434783,51.08695652,8.344,80.855,5.335,4.451,6.124,7.6,8,10,215,0,2,10,0,0,0,1,1,High
2843,10,0,127,615,2,4,2,31.7,4.7,42.7,1.347740826,5,0,34.93150685,4.109589041,0.062183781,0.019785749,0.014132678,0.02543882,0.017702248,0.131502415,0.032875604,0.684931507,50,14.906,42.168,15.328,16.501,11.625,18,14.292,17,200,0,2,13,0,0,0,1,1,High
2901,10,1,149,668,2,12,6,12.4,4.3,72.1,1.33439827,6,0,29.34131737,3.592814371,0.070363073,0.028145229,0.045032367,0.014072615,0.017627802,0.130949383,0.032737346,1.19760479,55.68862275,10.317,71.365,6.431,5.137,7.554,9.6,9.892,19,219,0,2,9,526,8.798479,0,1,1,High
2953,10,0,226,1.053,5,19,3.8,11.8,4.4,70.1,0.4518144,5,0,28.99628253,3.345724907,0.075497022,0.036350418,0.04194279,0.04194279,0.017509192,0.132569599,0.032517071,2.230483271,47.21189591,9.276,72.027,6.26,5.037,7.631,8.4,8.894,22,337,0,2,14,0,0,0,1,1,High
3013,10,0,84,385,5,7,1.4,12,4.4,67.7,1.019307753,6,-0.025510204,31.31313131,3.03030303,0.036263215,0.002789478,0.011157912,0.022315825,0.017465941,0.132242128,0.032436748,6.060606061,46.46464646,8.418,74.351,5.941,4.593,7.061,7.2,8.071,6,122,0,2,8,0,0,0,1,1,High
4414,10,0,359,1.474,7,19,3.1,18.6,3.9,80.7,-0.890727377,15,0.295793483,31.55339806,2.427184466,0.099384369,0.057974215,0.080059631,0.049692185,0.017288219,0.130896518,0.032106693,1.45631068,51.69902913,10.308,72.626,7.81,6.542,6.398,10.4,9.882,30,487,0,2,15,0,0,0,1,1,High
4415,10,0,222,1.062,3,7,2.3,31.7,4.5,55.6,-3.586476797,14,0,30.76923077,1.153846154,0.109748402,0.01371855,0.035668231,0.041155651,0.017177914,0.13006135,0.03190184,2.307692308,51.53846154,15.47,43.918,16.367,18.38,10.745,19.6,14.832,28,330,0,2,17,0,0,18,1,1,High
4417,10,0,113,557,3,7,3.5,15.7,4.7,55.5,4.154266127,3,0.5,42.33576642,0,0.043757692,0.013674279,0.027348557,0.027348557,0.017120356,0.136962849,0.031794947,9.489051095,37.22627737,12.745,52.209,10.656,9.703,10.357,13.2,12.22,17,181,0,2,12,0,0,0,1,1,High
4431,8,0,201,897,4,21,5.2,9.5,4.3,71.9,-0.394535211,1,0,31.44104803,3.930131004,0.111516075,0.027199043,0.040798564,0.021759234,0.017025002,0.136200019,0.031617862,2.183406114,46.28820961,9.096,74.218,5.143,3.551,6.813,8.4,8.721,24,289,0,2,13,443,7.945824,112,1,1,High
4433,8,0,154,626,4,9,2.2,17.1,3.9,79.5,1.39018877,4,0.027100461,25,2.325581395,0.056873578,0.027082656,0.035207453,0.018957859,0.016954079,0.135632629,0.031486146,2.906976744,48.8372093,10.254,79.296,6.588,5.118,5.352,10,9.831,14,206,0,2,12,0,0,0,1,1,High
4457,10,0,164,729,3,11,3.6,14.9,4.3,70.4,0.859663125,3,0,36.02150538,1.612903226,0.075492046,0.005392289,0.013480723,0.021569156,0.016878044,0.135024353,0.031344939,5.913978495,44.62365591,10.126,66.653,8.086,6.93,8.286,10,9.708,15,242,1,2,12,0,0,0,1,1,High
4459,10,0,111,565,2,4,2,27.7,5,44.5,1.015318423,7,0,31.93277311,4.201680672,0.040317162,0.005375622,0.032253729,0.024190297,0.016829755,0.13463804,0.031255259,6.722689076,49.57983193,13.428,47.842,13.915,15.154,10.504,16,12.874,13,180,0,2,12,0,0,0,1,1,High
4462,10,0,355,1.653,7,22,3.1,16.1,4.4,67.7,5.851032525,14,0,33.48946136,2.341920375,0.114456068,0.021294152,0.061220687,0.05323538,0.016658734,0.133269871,0.030937649,5.152224824,41.92037471,9.688,68.719,7.785,7.274,8.75,9.2,9.289,29,522,0,2,16,403,6.990075,39,1,1,High
5369,10,0,65,281,1,5,5,13,4.1,69.9,2.680557693,9,-0.025489795,31.08108108,0,0.042513618,0.002657101,0.002657101,0.018599708,0.016629448,0.135411223,0.030883261,1.351351351,45.94594595,9.387,70.503,6.556,4.906,7.256,8.4,9,6,92,1,2,0,0,0,0,1,1,High
5371,10,0,61,281,1,4,4,15.2,4.4,73.4,1.922736049,1,0,30.98591549,1.408450704,0.026525199,0.00795756,0.01061008,0.015915119,0.016601447,0.137554844,0.030831258,7.042253521,49.29577465,10.126,75.806,6.723,6.26,7.666,10,9.708,6,88,0,2,14,0,0,0,1,1,High
1441,5,1,186,852,3,10,3.3,18.6,4.4,66,-1.315411234,5,0.142561983,32.85024155,3.381642512,0.06070043,0.03166979,0.021113193,0.026391491,0.016520344,0.136882847,0.030680638,2.898550725,50.72463768,10.794,67.329,8.588,8.571,8.837,11.2,10.348,18,270,0,3,10,300,4.763333,304,2,3,High
1538,10,1,95,408,3,5,1.6,19,4.2,73.5,-0.324802646,4,0,31.73076923,1.923076923,0.039487193,0.015794877,0.010529918,0.007897439,0.016479895,0.136547698,0.030605518,0.961538462,52.88461538,8.842,72.672,7.843,7.802,7.876,9.6,8.477,5,129,0,2,4.2,543,6.955801,0,2,3,High
1581,10,1,162,763,1,10,10,16.2,4.5,67,0.656162174,2,0,42.32804233,1.587301587,0.073384877,0.018346219,0.015725331,0.03407155,0.016406891,0.13594281,0.03046994,2.645502646,43.38624339,10.794,65.771,8.234,7.621,9.088,10.4,10.348,18,245,0,2,6,0,0,0,2,3,High
1622,10,0,256,1.105,3,13,4.3,19.6,4.1,67.5,2.735833422,5,0,31.61512027,2.405498282,0.093720712,0.028636884,0.046860356,0.031240237,0.016295744,0.135021883,0.032591489,3.436426117,48.45360825,11.051,65.63,9.016,8.028,7.677,11.2,10.596,25,368,0,2,4.7,0,0,0,2,3,High
1734,10,1,179,814,3,4,1.3,44.7,4.5,35.6,2.331283555,6,0,38.62433862,2.645502646,0.10623413,0.012955382,0.018137534,0.031092916,0.01622436,0.134430409,0.032448719,3.703703704,55.55555556,16.527,34.682,19.725,22.127,10.22,22.8,15.845,22,271,0,2,5,0,0,0,2,3,High
1750,10,0,144,579,1,10,10,14.4,3.9,88.8,1.835773795,7,-0.041666667,25.1572327,1.886792453,0.049042383,0.028392959,0.020649424,0.01290589,0.016164788,0.133936819,0.032329577,0.628930818,59.74842767,7.169,90.064,4.374,3.919,4.646,6.8,6.873,5,178,0,2,7,0,0,0,2,3,High
1751,10,0,154,682,1,5,5,30.8,4.2,62.4,1.692656014,5,0.05334643,31.39534884,4.651162791,0.043704046,0.012854131,0.012854131,0.02056661,0.016100837,0.135707057,0.032201674,2.325581395,48.8372093,12.341,61.842,12.335,14.095,9.242,15.6,11.832,13,208,0,2,4.9,0,0,0,2,3,High
1761,9,1,121,585,3,3,1,40.3,4.7,44.2,0.47268137,8,0.601228433,27.81954887,0,0.053807523,0.010249052,0.020498104,0.007686789,0.016051732,0.135293173,0.032103465,1.503759398,53.38345865,14.068,43.607,18.108,20.659,9.322,20.8,13.488,11,185,0,2,4.9,0,0,0,2,3,High
1802,10,0,186,860,3,9,3,20.6,4.5,61.2,-1.024562663,22,0.431099901,31.88405797,3.381642512,0.058645044,0.015298707,0.035696984,0.033147199,0.015975899,0.134654008,0.031951798,2.415458937,52.17391304,11.43,62.159,9.862,9.698,8.857,12,10.958,19,278,0,3,4.11,0,0,0,2,3,High
1880,10,1,259,1.093,1,22,22,11.7,4,81.8,1.517806756,21,0.034090909,30.46357616,2.98013245,0.091178482,0.025327356,0.048121977,0.02279462,0.01586654,0.133732263,0.031733079,2.649006623,44.37086093,8.576,81.021,4.906,3.306,5.715,7.2,8.222,20,351,0,6,7,894,6.737136,30,2,3,High
1881,10,0,186,776,2,9,4.5,20.6,4,72.6,1.556230452,8,0.493851977,28.5046729,0.934579439,0.068051215,0.060489969,0.03780623,0.025204154,0.015789949,0.133086709,0.031579897,0.46728972,51.86915888,9.151,75.004,8.07,7.355,5.927,10.4,8.774,10,249,0,2,5,0,0,0,2,3,High
1895,10,0,129,514,4,6,1.5,21.5,3.8,78.1,-1.27147133,1,0,30.34482759,0.689655172,0.047730299,0.020096968,0.022609089,0.017584847,0.015738472,0.132652832,0.031476943,1.379310345,48.27586207,9.726,80.106,7.303,7.2,5.872,10.8,9.325,8,157,0,2,5,0,0,0,2,3,High
1904,10,0,215,894,1,10,10,21.5,4,74,0.911966611,2,0,28.45528455,0.406504065,0.057456907,0.024981264,0.037471896,0.029977517,0.015651902,0.131923172,0.031303803,1.219512195,51.62601626,10.578,74.17,8.429,7.916,6.017,11.6,10.141,17,289,0,2,9,0,0,12,2,3,High
1906,10,0,259,1.229,4,14,3.5,18.5,4.5,56,3.012586846,4,0,36.03896104,2.272727273,0.106707695,0.014889446,0.052113061,0.052113061,0.015544847,0.133241545,0.031089694,3.896103896,43.50649351,11.602,58.651,9.468,8.252,9.272,11.6,11.124,33,408,0,3,6,560,7.719643,33,2,3,High
1931,10,1,145,679,2,11,5.5,13.1,4.4,67.4,2.694953497,6,0.120918575,30.45977011,2.873563218,0.056860321,0.014833127,0.029666255,0.024721879,0.015485013,0.13272868,0.030970025,1.724137931,42.52873563,10.981,62.793,8.697,6.846,8,10.8,10.528,17,228,0,3,9,1417,6.776288,15,2,3,High
1976,10,1,908,3.922,10,70,7.7,12.5,4.1,82,0.807389082,5,0.287585241,30.79096045,1.97740113,0.297194771,0.101481141,0.142556842,0.137724406,0.015129574,0.136166166,0.030259148,2.542372881,48.49340866,8.495,80.729,5.404,4.435,5.975,7.6,8.145,60,1236,1,2,11,105,7.285714,66,2,3,High
2021,10,1,136,533,1,9,9,15.1,3.7,84.5,0.407186534,5,0,22.78481013,1.898734177,0.048162597,0.009632519,0.012040649,0.012040649,0.015078083,0.135702746,0.030156166,2.53164557,55.69620253,7.387,84.602,5.268,3.609,4.925,7.2,7.082,5,174,0,2,5,0,0,0,2,3,High
2044,10,0,190,811,2,11,5.5,17.2,4.2,81.1,1.003463369,7,0,34.95145631,4.854368932,0.088686481,0.021572387,0.038350911,0.014381592,0.015011473,0.135103257,0.030022946,0.970873786,54.36893204,8.842,80.786,6.373,6.665,7.306,8.8,8.477,11,248,0,2,7,0,0,0,2,3,High
2045,10,0,133,514,1,5,5,22.4,3.8,72.3,-0.404333135,6,0,29.53020134,1.342281879,0.050173217,0.021502807,0.016724406,0.011946004,0.01496366,0.138948268,0.029927319,2.684563758,56.37583893,9.3,76.191,8.098,7.197,5.243,10.8,8.916,7,169,0,2,7,0,0,0,2,3,High
2070,10,0,136,603,5,8,1.6,17,4.3,67.6,0.448964069,3,0,31.54362416,1.342281879,0.052392179,0.002381463,0.02619609,0.019051702,0.01491615,0.138507106,0.0298323,0.67114094,54.36241611,10.952,67.034,8.133,7.503,8.752,11.2,10.5,15,197,0,2,5,0,0,0,2,3,High
2280,10,0,136,616,1,3,3,45.3,4.4,34.5,1.46975852,3,0,36.36363636,2.097902098,0.047469857,0.014240957,0.028481914,0.014240957,0.014870836,0.138086336,0.029741672,4.895104895,47.55244755,18.244,13.232,29.052,34.137,9.295,32,17.491,14,204,0,2,6,0,0,0,2,3,High
